Student_ID,Gender,Age,Study_Hours,Attendance,Assignment_Score,Quiz_Score,Midterm_Score,Final_Score,Internet_Access,Parent_Education,Family_Income,Extra_Activities,Previous_GPA,Target,Grade,Risk_Level
1465,Female,18,2.2,90.7,66.6,50.1,81.3,71.1,Yes,Bachelor,Medium,No,2.83,Pass,C,Low
1466,Male,20,3.6,77.5,65.7,63.2,73.4,76.9,Yes,Bachelor,Medium,Yes,3.71,Pass,B,Low
1467,Male,21,1.0,90.6,54.5,53.6,60.3,64.9,Yes,Master,Low,Yes,3.27,Pass,D,Medium
1468,Female,16,4.6,82.6,45.1,72.9,60.6,74.2,No,High School,Medium,No,2.33,Pass,C,Low
1469,Male,21,2.1,79.8,60.0,52.3,59.2,58.6,Yes,Bachelor,Low,No,3.32,Pass,D,Medium
1470,Female,19,2.9,86.8,58.8,61.6,65.1,69.7,Yes,Bachelor,Medium,Yes,2.05,Pass,C,Low
1471,Male,18,5.3,91.9,75.0,73.9,76.4,82.3,Yes,Bachelor,Medium,Yes,2.37,Pass,B,Low
1472,Female,21,6.4,83.3,65.8,63.8,62.0,78.8,Yes,None,Medium,No,2.87,Pass,B,Low
1473,Male,20,4.7,73.1,56.5,59.5,74.0,75.5,Yes,Bachelor,High,Yes,2.12,Pass,B,Medium
1474,Female,22,1.4,87.3,66.1,51.9,73.4,67.1,Yes,None,Medium,Yes,3.44,Pass,C,Low
1475,Female,19,4.5,85.0,69.5,69.4,79.2,87.1,No,Bachelor,Low,Yes,4.0,Pass,A,Low
1476,Female,17,4.7,85.1,44.9,35.8,65.8,70.7,No,High School,Low,No,2.62,Pass,C,Low
1477,Male,21,4.2,99.4,64.2,73.5,82.4,85.6,Yes,High School,High,No,2.41,Pass,A,Low
1478,Female,17,7.0,89.7,79.3,98.0,76.2,97.4,Yes,Bachelor,Low,No,2.72,Pass,A,Low
1479,Female,18,3.4,90.8,67.9,56.3,59.3,74.4,Yes,Bachelor,Medium,Yes,2.47,Pass,C,Low
1480,Female,20,6.8,63.1,69.4,67.8,83.6,87.8,Yes,High School,Medium,Yes,2.96,Pass,A,Medium
1481,Female,20,6.8,94.8,86.6,59.0,77.8,85.1,Yes,Bachelor,Medium,Yes,2.01,Pass,A,Low
1482,Female,21,4.8,80.8,72.8,53.8,63.0,82.5,Yes,Bachelor,Medium,No,2.99,Pass,B,Low
1483,Male,19,3.8,91.7,78.2,77.8,84.5,85.4,Yes,High School,Medium,No,3.95,Pass,A,Low
1484,Female,19,4.2,81.7,74.4,49.6,66.8,72.9,Yes,High School,Medium,Yes,1.6,Pass,C,Low
1485,Female,20,7.8,71.1,90.9,71.5,90.9,90.0,Yes,Doctorate,High,No,2.1,Pass,A,Medium
1486,Female,19,5.8,83.8,78.0,71.3,74.9,78.3,Yes,Bachelor,Medium,Yes,2.53,Pass,B,Low
1487,Male,20,1.6,79.8,46.3,60.7,55.4,60.8,Yes,Master,Medium,Yes,3.13,Pass,D,Medium
1488,Male,21,4.0,82.8,68.5,64.9,69.2,78.5,Yes,Bachelor,Medium,No,3.33,Pass,B,Low
1489,Female,16,1.8,88.3,53.2,54.9,48.9,70.3,Yes,Bachelor,Medium,Yes,3.29,Pass,C,Low
1490,Female,20,2.1,95.0,58.5,49.4,46.8,68.6,Yes,High School,High,Yes,1.78,Pass,C,Low
1491,Male,17,2.5,79.2,42.7,32.0,51.5,56.2,Yes,Bachelor,Low,Yes,2.4,Pass,D,Medium
1492,Female,19,1.2,94.2,66.3,51.9,67.5,62.1,Yes,Bachelor,Medium,No,2.26,Pass,D,Medium
1493,Male,20,1.7,97.9,61.2,59.0,59.9,64.3,Yes,Bachelor,High,No,2.76,Pass,D,Medium
1494,Male,20,7.2,72.9,74.2,69.3,69.1,88.0,Yes,High School,Medium,No,2.81,Pass,A,Medium
1495,Male,21,2.1,78.5,43.9,28.1,56.9,57.9,Yes,High School,Low,No,1.98,Pass,D,Medium
1496,Male,19,5.2,90.8,68.1,77.4,81.5,83.2,Yes,Doctorate,Medium,Yes,2.54,Pass,B,Low
1497,Female,16,3.5,87.9,71.1,56.6,78.6,75.0,Yes,Bachelor,High,Yes,3.15,Pass,B,Low
1498,Male,21,4.4,92.9,60.9,58.3,54.7,76.6,No,Bachelor,High,No,2.42,Pass,B,Low
1499,Female,16,4.5,81.0,69.7,70.8,80.4,76.6,Yes,Bachelor,Medium,No,2.68,Pass,B,Low
1500,Female,22,1.7,92.0,56.4,51.7,66.1,69.8,No,Doctorate,Low,No,3.82,Pass,C,Low
1501,Female,21,5.2,92.8,91.2,77.5,91.3,100.0,Yes,Bachelor,High,No,3.99,Pass,A,Low
1502,Female,19,1.3,81.2,53.0,32.4,44.4,43.3,Yes,Bachelor,Medium,No,1.5,Fail,F,High
1503,Male,15,2.0,95.2,50.5,67.4,51.2,70.9,Yes,None,High,Yes,2.87,Pass,C,Low
1504,Female,19,4.5,81.0,81.4,69.7,77.9,97.2,Yes,Master,Medium,Yes,4.0,Pass,A,Low
1505,Female,19,1.6,96.2,46.3,55.5,62.6,67.7,Yes,High School,Low,No,3.09,Pass,C,Low
1506,Male,16,1.0,91.8,50.9,41.0,58.6,61.5,Yes,High School,Medium,No,2.81,Pass,D,Medium
1507,Female,16,3.9,97.2,68.6,76.5,70.4,84.7,Yes,Master,Low,No,3.59,Pass,B,Low
1508,Female,19,1.0,92.3,63.2,48.0,72.4,70.1,Yes,Master,Medium,Yes,2.93,Pass,C,Low
1509,Female,19,4.7,77.2,64.1,46.5,72.9,73.6,Yes,Bachelor,High,Yes,3.23,Pass,C,Low
1510,Female,19,2.6,98.8,73.2,56.5,84.8,75.4,Yes,Bachelor,Medium,No,2.67,Pass,B,Low
1511,Female,16,3.9,91.5,71.9,55.8,78.4,79.2,No,Bachelor,High,No,2.92,Pass,B,Low
1512,Male,19,3.9,95.7,66.1,68.0,69.0,80.9,Yes,Bachelor,Medium,No,3.06,Pass,B,Low
1513,Female,19,4.9,73.0,66.1,87.0,74.3,79.3,Yes,Bachelor,Medium,Yes,3.32,Pass,B,Medium
1514,Female,22,4.6,75.1,68.4,83.8,73.8,74.7,Yes,High School,High,No,2.54,Pass,C,Low
1515,Male,18,1.6,91.4,53.2,49.5,49.1,59.7,Yes,None,Medium,No,2.52,Pass,D,Medium
1516,Male,15,2.7,67.9,54.2,58.3,48.7,52.5,Yes,Master,Medium,No,1.64,Pass,D,Medium
1517,Male,17,3.9,91.4,57.6,48.7,71.3,76.4,No,Bachelor,Medium,Yes,2.57,Pass,B,Low
1518,Female,15,6.9,81.1,81.5,52.4,83.6,76.6,Yes,Bachelor,Medium,Yes,3.37,Pass,B,Low
1519,Female,18,4.6,93.0,70.2,61.0,84.9,80.6,No,High School,Low,No,3.08,Pass,B,Low
1520,Male,17,6.6,88.6,82.8,75.3,78.0,94.9,Yes,Bachelor,High,Yes,2.2,Pass,A,Low
1521,Female,21,4.0,90.5,62.8,61.6,50.5,67.4,Yes,Bachelor,High,Yes,1.66,Pass,C,Low
1522,Male,19,5.8,73.3,58.4,69.8,67.7,78.5,Yes,Bachelor,Medium,Yes,2.71,Pass,B,Medium
1523,Female,18,3.7,97.8,71.4,67.3,84.6,85.5,Yes,Bachelor,Medium,No,3.35,Pass,A,Low
1524,Female,22,5.7,98.1,65.2,65.9,71.0,80.8,No,Bachelor,Medium,Yes,2.51,Pass,B,Low
1525,Female,21,2.6,85.8,53.0,57.9,58.5,68.7,Yes,Master,Medium,Yes,1.93,Pass,C,Low
1526,Male,19,7.3,91.8,88.7,87.1,82.8,94.4,Yes,High School,Medium,No,2.45,Pass,A,Low
1527,Male,16,4.3,77.9,61.7,59.1,83.0,75.5,Yes,Bachelor,High,No,3.0,Pass,B,Low
1528,Male,20,1.2,88.6,61.1,62.5,73.6,75.8,Yes,Master,Medium,Yes,3.55,Pass,B,Low
1529,Male,18,4.0,85.6,65.0,68.6,65.6,68.4,Yes,Bachelor,Low,Yes,2.65,Pass,C,Low
1530,Female,16,4.6,72.0,63.5,68.4,71.9,77.7,Yes,Bachelor,High,No,3.43,Pass,B,Medium
1531,Female,18,5.3,86.1,73.0,62.6,71.2,82.0,Yes,Bachelor,Medium,Yes,3.37,Pass,B,Low
1532,Female,22,8.8,87.7,72.8,70.5,66.2,87.3,Yes,None,High,No,2.09,Pass,A,Low
1533,Female,18,2.3,81.1,67.7,61.7,59.3,70.1,Yes,High School,Low,Yes,3.55,Pass,C,Low
1534,Female,16,8.8,86.8,84.2,74.7,78.4,98.9,Yes,Bachelor,Low,No,2.98,Pass,A,Low
1535,Female,22,3.2,96.0,64.7,48.7,72.1,77.1,Yes,High School,High,No,2.08,Pass,B,Low
1536,Female,17,2.0,94.1,54.3,67.0,63.9,76.1,No,High School,Low,No,3.86,Pass,B,Low
1537,Female,15,2.3,82.3,48.0,60.7,64.5,65.2,Yes,Bachelor,High,Yes,2.72,Pass,C,Low
1538,Male,19,4.4,85.3,49.5,62.2,63.0,71.3,Yes,High School,High,No,1.63,Pass,C,Low
1539,Male,18,1.8,90.2,51.4,47.8,59.4,66.2,No,None,Medium,Yes,2.38,Pass,C,Low
1540,Male,19,2.6,93.5,49.7,53.3,56.0,66.4,Yes,None,Low,No,2.23,Pass,C,Low
1541,Female,20,3.9,91.1,72.2,68.9,90.9,88.0,Yes,Bachelor,Medium,Yes,2.39,Pass,A,Low
1542,Female,16,7.3,91.1,88.9,80.9,87.5,87.7,Yes,Bachelor,High,No,2.53,Pass,A,Low
1543,Male,19,5.2,81.3,69.3,53.5,80.3,80.6,Yes,Bachelor,Medium,Yes,2.65,Pass,B,Low
1544,Female,16,3.3,94.3,78.3,50.7,73.6,79.2,Yes,Master,Medium,No,2.62,Pass,B,Low
1545,Female,19,4.4,99.3,59.8,66.4,78.2,76.0,Yes,Bachelor,Medium,Yes,2.74,Pass,B,Low
1546,Male,15,3.7,90.7,76.5,50.8,74.7,80.9,Yes,High School,Low,Yes,3.15,Pass,B,Low
1547,Male,15,1.4,86.0,48.4,32.0,59.0,61.8,Yes,Master,High,Yes,2.35,Pass,D,Medium
1548,Female,22,8.0,72.5,90.4,87.3,91.3,99.9,Yes,Master,High,Yes,3.51,Pass,A,Medium
1549,Female,15,7.4,88.6,82.0,56.3,73.5,89.3,Yes,Bachelor,High,Yes,2.06,Pass,A,Low
1550,Female,22,3.1,71.6,42.8,59.8,59.3,69.6,Yes,None,Medium,Yes,3.17,Pass,C,Medium
1551,Female,15,2.4,88.6,51.3,61.2,42.6,72.4,Yes,None,Medium,No,3.79,Pass,C,High
1552,Female,15,1.5,73.0,53.2,32.9,47.8,59.9,Yes,Bachelor,Low,Yes,2.69,Pass,D,Medium
1553,Female,15,4.6,95.1,66.0,67.9,66.9,86.3,Yes,Bachelor,Medium,No,2.92,Pass,A,Low
1554,Female,16,4.6,74.6,63.1,69.1,57.0,69.4,Yes,None,Medium,Yes,2.22,Pass,C,Medium
1555,Female,18,1.9,88.5,53.2,42.5,46.6,58.3,No,High School,High,No,2.49,Pass,D,Medium
1556,Male,22,3.7,90.4,64.0,64.2,72.1,71.0,No,Bachelor,High,Yes,3.74,Pass,C,Low
1557,Male,19,5.1,72.0,72.8,84.2,76.4,80.6,Yes,High School,High,No,3.25,Pass,B,Medium
1558,Male,15,2.3,84.7,72.5,47.5,68.9,77.1,Yes,Doctorate,High,No,3.05,Pass,B,Low
1559,Female,16,2.8,98.8,61.1,46.0,58.2,63.8,Yes,Master,High,Yes,1.64,Pass,D,Medium
1560,Female,16,2.8,72.3,50.9,47.2,55.2,62.4,No,High School,Low,No,2.37,Pass,D,Medium
1561,Female,16,1.9,79.5,46.7,66.3,61.4,69.7,Yes,None,High,Yes,3.84,Pass,C,Low
1562,Male,22,2.9,86.8,71.4,58.3,71.2,81.1,Yes,Master,Medium,No,3.05,Pass,B,Low
1563,Male,18,1.0,83.3,61.3,74.4,71.3,63.2,Yes,Doctorate,Medium,Yes,3.12,Pass,D,Medium
1564,Male,22,2.7,97.0,65.4,56.2,60.7,74.4,Yes,High School,Low,Yes,2.9,Pass,C,Low
1565,Male,19,2.7,92.7,57.5,44.9,69.7,70.8,Yes,Bachelor,Medium,Yes,2.43,Pass,C,Low
1566,Female,18,3.1,88.9,68.8,71.4,62.0,72.6,Yes,Bachelor,Medium,No,3.0,Pass,C,Low
1567,Male,17,4.2,69.0,51.2,49.4,57.0,66.6,Yes,Bachelor,Medium,Yes,1.88,Pass,C,Medium
1568,Male,21,1.4,87.4,63.3,50.0,47.8,53.9,Yes,Bachelor,Medium,No,1.84,Pass,D,Medium
1569,Female,16,1.6,92.0,67.2,55.0,81.6,77.0,Yes,Master,High,Yes,2.36,Pass,B,Low
1570,Male,22,1.9,87.2,55.8,53.1,69.1,60.2,Yes,Bachelor,High,Yes,2.92,Pass,D,Medium
1571,Female,17,1.3,79.7,42.4,29.6,39.4,44.9,Yes,Master,Medium,No,1.86,Fail,F,High
1572,Female,20,4.5,87.0,79.8,56.4,81.8,83.0,Yes,High School,Medium,No,2.88,Pass,B,Low
1573,Male,22,2.2,86.8,56.6,52.1,70.2,68.1,Yes,High School,Low,No,2.2,Pass,C,Low
1574,Female,15,3.1,77.8,64.2,55.5,52.7,58.2,Yes,High School,Medium,No,2.28,Pass,D,Medium
1575,Female,21,1.8,93.5,58.8,52.6,59.1,74.3,Yes,Bachelor,Low,No,3.58,Pass,C,Low
1576,Female,15,2.5,80.9,51.9,40.1,58.1,66.2,Yes,Bachelor,High,No,2.82,Pass,C,Low
1577,Male,18,3.8,88.3,61.2,51.6,79.2,82.5,Yes,Master,Medium,Yes,2.26,Pass,B,Low
1578,Female,21,3.9,78.7,55.5,58.2,59.0,73.1,Yes,Bachelor,Low,Yes,2.91,Pass,C,Low
1579,Female,22,1.6,95.9,41.5,47.9,65.7,58.9,Yes,Bachelor,Medium,Yes,1.92,Pass,D,Medium
1580,Male,19,3.0,78.6,60.8,64.0,61.1,66.6,Yes,Bachelor,Medium,Yes,3.03,Pass,C,Low
1581,Male,17,1.8,75.5,55.6,71.6,67.9,68.9,Yes,High School,Medium,Yes,3.46,Pass,C,Low
1582,Female,19,3.0,82.3,60.9,57.8,48.0,76.7,Yes,High School,Low,No,3.2,Pass,B,Low
1583,Female,22,2.1,78.8,78.6,68.9,67.3,78.1,Yes,Bachelor,High,Yes,4.0,Pass,B,Low
1584,Male,18,8.3,95.5,76.9,90.1,78.6,94.5,Yes,Bachelor,Low,No,1.64,Pass,A,Low
1585,Female,15,5.1,79.6,65.4,63.1,75.4,85.7,Yes,Master,Low,No,2.88,Pass,A,Low
1586,Male,21,4.0,98.0,62.4,73.6,70.0,72.9,Yes,Bachelor,Low,Yes,1.99,Pass,C,Low
1587,Male,19,2.7,84.9,60.5,68.5,59.4,72.6,Yes,Master,Medium,Yes,2.7,Pass,C,Low
1588,Male,22,5.2,92.0,71.1,58.8,71.8,84.3,Yes,Bachelor,Low,Yes,2.8,Pass,B,Low
1589,Male,19,3.1,81.7,50.8,59.6,50.4,73.6,Yes,None,Low,No,4.0,Pass,C,Low
1590,Male,22,7.8,95.2,73.0,72.0,90.0,99.5,No,High School,Medium,No,2.76,Pass,A,Low
1591,Male,15,5.4,90.7,70.2,50.4,78.9,82.4,No,Bachelor,Medium,Yes,2.75,Pass,B,Low
1592,Female,21,2.5,81.3,56.3,53.0,67.0,64.8,Yes,Bachelor,Low,No,3.4,Pass,D,Medium
1593,Male,17,7.3,97.4,77.0,55.5,82.9,89.6,Yes,None,Medium,Yes,2.77,Pass,A,Low
1594,Male,15,2.7,82.8,53.3,56.9,61.2,74.8,Yes,High School,Medium,No,3.9,Pass,C,Low
1595,Female,19,8.6,83.5,77.2,76.6,80.9,100.0,Yes,Bachelor,Low,No,3.2,Pass,A,Low
1596,Male,17,7.6,90.5,88.1,78.1,89.2,95.4,Yes,Bachelor,Medium,Yes,3.3,Pass,A,Low
1597,Female,22,3.8,83.3,33.8,42.3,45.2,51.3,Yes,Bachelor,Low,Yes,1.68,Pass,D,Medium
1598,Male,17,1.1,72.1,51.4,50.1,49.2,54.9,No,High School,Low,Yes,3.99,Pass,D,Medium
1599,Male,22,3.6,98.0,52.6,67.6,70.5,72.3,Yes,High School,Medium,Yes,2.41,Pass,C,Low
1600,Male,15,1.5,78.3,59.8,48.7,56.9,66.5,Yes,Bachelor,Low,No,2.79,Pass,C,Low
1601,Male,19,2.2,75.5,43.1,45.5,60.9,65.0,Yes,Bachelor,Low,Yes,2.41,Pass,C,Low
1602,Male,18,2.3,92.1,52.1,56.5,59.2,57.2,Yes,High School,Medium,No,2.19,Pass,D,Medium
1603,Male,19,1.5,88.1,50.4,48.7,59.6,56.1,No,Bachelor,High,Yes,2.08,Pass,D,Medium
1604,Male,22,3.7,86.7,57.9,42.9,62.2,64.6,Yes,High School,Medium,No,2.86,Pass,D,Medium
1605,Male,16,2.0,90.0,64.6,47.6,66.6,61.9,Yes,None,High,No,1.62,Pass,D,Medium
1606,Male,21,2.8,95.1,67.0,62.9,73.7,75.7,Yes,Bachelor,High,No,2.65,Pass,B,Low
1607,Male,20,2.3,91.2,73.4,71.8,65.1,76.1,Yes,Master,High,Yes,3.43,Pass,B,Low
1608,Male,18,4.2,70.2,57.0,57.9,62.0,73.3,Yes,Bachelor,Medium,Yes,3.18,Pass,C,Medium
1609,Female,17,4.1,67.7,56.5,41.5,68.3,61.4,Yes,None,Medium,No,3.06,Pass,D,Medium
1610,Female,18,2.6,94.2,60.8,45.9,65.6,66.6,Yes,Bachelor,Medium,Yes,2.26,Pass,C,Low
1611,Male,21,4.4,99.7,63.9,48.6,49.6,75.4,Yes,Bachelor,Low,Yes,1.85,Pass,B,Low
1612,Female,17,6.3,92.3,78.0,73.0,83.1,99.2,Yes,Bachelor,Medium,Yes,3.43,Pass,A,Low
1613,Female,21,1.0,84.2,49.3,59.3,57.9,68.1,Yes,Master,High,No,2.53,Pass,C,Low
1614,Male,17,2.2,88.4,50.6,34.8,46.8,61.4,No,Bachelor,Medium,No,2.75,Pass,D,Medium
1615,Female,18,1.7,85.9,39.6,39.6,54.5,55.7,Yes,High School,Medium,No,2.68,Pass,D,Medium
1616,Female,17,2.1,89.8,69.1,58.0,64.7,73.8,Yes,High School,Medium,Yes,3.2,Pass,C,Low
1617,Male,17,1.0,90.7,56.2,48.3,49.1,75.2,No,Bachelor,Medium,Yes,3.91,Pass,B,Low
1618,Male,16,1.0,87.0,53.8,53.9,64.7,65.7,No,Bachelor,Medium,No,3.68,Pass,C,Low
1619,Female,19,1.0,86.2,34.7,48.7,50.3,58.8,Yes,High School,Medium,Yes,1.4,Pass,D,Medium
1620,Female,19,2.3,93.8,56.5,50.0,73.7,61.1,Yes,Bachelor,Medium,Yes,2.61,Pass,D,Medium
1621,Male,20,2.3,83.3,66.7,55.9,53.9,66.9,Yes,Bachelor,Medium,No,1.99,Pass,C,Low
1622,Male,20,6.8,83.7,83.6,74.3,83.0,96.7,Yes,Master,High,Yes,3.36,Pass,A,Low
1623,Male,22,3.5,92.4,68.5,49.0,72.9,77.8,Yes,High School,High,Yes,2.8,Pass,B,Low
1624,Male,22,4.3,94.8,70.3,64.4,67.3,83.1,Yes,Bachelor,Low,Yes,3.16,Pass,B,Low
1625,Female,22,10.0,93.7,86.2,99.6,100.0,100.0,Yes,Master,High,Yes,2.56,Pass,A,Low
1626,Male,16,1.0,90.6,57.4,65.0,67.8,68.7,Yes,Bachelor,Medium,Yes,2.18,Pass,C,Low
1627,Male,20,7.9,91.7,78.0,85.5,83.5,94.0,No,High School,Medium,No,2.28,Pass,A,Low
1628,Female,21,3.1,82.1,56.3,43.4,52.7,60.6,Yes,Master,Medium,Yes,1.88,Pass,D,Medium
1629,Male,22,2.4,75.6,51.9,44.0,50.6,52.4,Yes,Bachelor,Medium,Yes,2.04,Pass,D,Medium
1630,Male,22,2.2,67.2,43.7,45.8,46.1,55.7,Yes,Bachelor,Low,No,1.92,Pass,D,Medium
1631,Female,18,3.9,93.0,62.3,54.8,68.7,79.0,No,None,Medium,No,2.18,Pass,B,Low
1632,Female,15,2.5,88.5,42.1,51.2,26.6,61.2,Yes,None,Medium,Yes,2.14,Pass,D,High
1633,Female,21,1.5,83.4,63.4,57.5,59.9,64.1,Yes,Bachelor,Medium,No,3.04,Pass,D,Medium
1634,Female,22,2.3,91.4,59.5,57.0,58.8,62.8,No,High School,Medium,No,3.01,Pass,D,Medium
1635,Male,22,4.0,78.9,61.4,68.5,64.4,76.6,Yes,Bachelor,Medium,Yes,3.04,Pass,B,Low
1636,Male,22,4.7,94.9,71.1,65.0,73.0,80.6,Yes,High School,Medium,Yes,3.5,Pass,B,Low
1637,Female,15,8.4,59.1,65.9,68.6,64.2,84.3,No,High School,High,Yes,2.75,Pass,B,High
1638,Male,15,3.4,82.3,55.0,55.6,68.6,60.8,No,Bachelor,Medium,No,2.33,Pass,D,Medium
1639,Male,16,6.5,98.5,77.6,74.5,91.5,100.0,Yes,None,Low,Yes,4.0,Pass,A,Low
1640,Male,21,2.8,77.0,64.2,51.9,76.0,74.3,Yes,Doctorate,Medium,Yes,3.34,Pass,C,Low
1641,Male,16,3.1,98.5,55.1,73.7,63.4,67.8,Yes,Bachelor,Medium,No,2.89,Pass,C,Low
1642,Male,17,3.0,74.3,61.0,50.0,65.9,69.7,Yes,Bachelor,Medium,Yes,2.85,Pass,C,Medium
1643,Male,15,3.6,80.1,62.3,65.7,64.8,74.3,Yes,High School,Low,No,2.97,Pass,C,Low
1644,Male,18,5.2,82.7,63.9,62.3,66.1,79.7,Yes,High School,Medium,No,2.68,Pass,B,Low
1645,Male,20,2.4,94.1,55.6,51.2,59.1,71.7,Yes,High School,Medium,Yes,2.88,Pass,C,Low
1646,Female,18,1.8,84.1,59.1,62.1,65.8,60.1,Yes,Master,Medium,No,3.1,Pass,D,Medium
1647,Female,20,5.5,72.1,68.1,68.7,68.8,75.7,Yes,High School,Medium,Yes,2.36,Pass,B,Medium
1648,Female,15,5.2,96.5,70.3,76.7,63.4,79.7,Yes,Doctorate,High,Yes,1.82,Pass,B,Low
1649,Female,15,7.0,91.3,73.9,50.6,52.1,75.4,Yes,Bachelor,Medium,Yes,1.55,Pass,B,Low
1650,Female,15,2.2,90.3,49.9,55.1,56.7,66.2,Yes,High School,Medium,No,3.33,Pass,C,Low
1651,Male,16,2.8,89.6,47.3,54.0,31.9,61.1,Yes,High School,Medium,No,1.85,Pass,D,High
1652,Female,21,5.6,95.7,82.1,82.2,79.7,85.7,Yes,Bachelor,High,Yes,3.08,Pass,A,Low
1653,Female,20,2.4,62.7,34.2,36.4,46.5,48.7,Yes,None,Medium,Yes,2.11,Fail,F,High
1654,Female,21,4.6,89.0,68.7,74.5,57.6,75.2,Yes,Master,Low,Yes,2.12,Pass,B,Low
1655,Male,16,2.8,95.9,62.1,58.3,70.3,72.8,Yes,Bachelor,Low,No,2.37,Pass,C,Low
1656,Male,16,3.9,84.5,61.0,43.8,79.5,71.6,Yes,Bachelor,Medium,No,2.92,Pass,C,Low
1657,Male,19,1.4,81.3,44.4,37.6,34.6,58.6,Yes,Bachelor,High,No,2.03,Pass,D,High
1658,Male,18,3.4,87.9,58.3,67.3,70.2,77.8,Yes,None,Low,No,2.43,Pass,B,Low
1659,Female,18,1.0,71.5,45.4,45.4,47.9,63.2,Yes,Master,Low,No,2.78,Pass,D,Medium
1660,Female,17,6.2,80.3,66.3,49.7,73.0,80.3,No,Bachelor,High,Yes,2.07,Pass,B,Low
1661,Male,22,5.0,97.5,81.7,88.9,89.9,100.0,Yes,Bachelor,High,Yes,3.66,Pass,A,Low
1662,Female,16,1.7,89.6,54.6,55.6,51.7,60.5,Yes,Bachelor,Low,No,1.77,Pass,D,Medium
1663,Female,20,8.0,74.6,72.9,78.7,66.9,93.6,Yes,Bachelor,Medium,Yes,2.67,Pass,A,Medium
1664,Male,19,6.0,77.5,85.9,72.8,68.9,90.5,Yes,High School,Medium,Yes,3.56,Pass,A,Low
1665,Male,19,1.5,91.9,52.1,42.1,61.3,60.5,Yes,Bachelor,Medium,No,2.01,Pass,D,Medium
1666,Male,22,2.3,95.4,62.4,58.6,80.0,83.0,Yes,None,High,No,2.73,Pass,B,Low
1667,Male,21,1.5,84.6,61.2,58.6,56.7,60.7,Yes,Bachelor,Low,Yes,2.88,Pass,D,Medium
1668,Male,22,3.9,90.0,57.2,68.0,66.2,71.1,Yes,High School,Low,No,2.32,Pass,C,Low
1669,Male,22,2.2,92.1,52.8,51.9,60.2,78.2,Yes,Doctorate,Low,No,2.75,Pass,B,Low
1670,Male,22,1.0,96.4,55.0,51.3,60.9,69.4,Yes,High School,Low,Yes,3.14,Pass,C,Low
1671,Male,18,3.1,87.3,55.7,63.3,58.9,58.9,Yes,High School,Low,Yes,2.52,Pass,D,Medium
1672,Female,16,5.3,98.5,76.9,91.3,77.4,96.9,Yes,High School,Low,Yes,3.26,Pass,A,Low
1673,Male,17,3.4,93.9,63.9,53.3,72.3,72.7,Yes,Bachelor,Medium,Yes,3.04,Pass,C,Low
1674,Female,16,4.4,73.9,59.7,57.8,58.9,67.4,Yes,Bachelor,Low,No,2.45,Pass,C,Medium
1675,Male,21,3.6,90.8,66.3,57.1,77.9,90.8,Yes,Bachelor,High,Yes,3.48,Pass,A,Low
1676,Female,15,4.9,94.3,65.0,63.8,77.3,87.9,No,Master,Medium,Yes,2.36,Pass,A,Low
1677,Male,22,3.8,90.0,66.4,59.3,64.2,85.3,Yes,Bachelor,Medium,Yes,3.31,Pass,A,Low
1678,Male,16,3.0,84.7,55.7,65.5,59.9,66.2,Yes,Master,Low,Yes,2.37,Pass,C,Low
1679,Female,21,3.4,65.9,60.5,45.9,58.3,63.2,Yes,High School,Low,Yes,2.61,Pass,D,Medium
1680,Female,15,7.2,84.5,75.9,61.8,84.4,90.8,Yes,Master,Medium,No,2.7,Pass,A,Low
1681,Female,15,4.5,84.8,69.0,78.0,76.5,86.8,Yes,Bachelor,Medium,Yes,3.0,Pass,A,Low
1682,Male,22,1.7,89.8,41.8,33.1,39.3,48.7,Yes,Bachelor,Medium,No,1.35,Fail,F,High
1683,Male,17,3.4,84.9,64.8,59.9,67.9,82.7,No,Bachelor,Medium,No,3.07,Pass,B,Low
1684,Female,20,3.9,92.3,72.1,66.2,52.2,77.2,Yes,Bachelor,Medium,Yes,2.74,Pass,B,Low
1685,Female,18,2.9,69.5,67.8,46.3,65.0,74.3,Yes,High School,Medium,No,2.97,Pass,C,Medium
1686,Female,16,1.0,98.5,73.5,58.1,78.7,73.0,Yes,Doctorate,High,No,3.1,Pass,C,Low
1687,Female,15,1.8,92.9,48.5,63.0,57.2,65.5,Yes,High School,Medium,Yes,3.04,Pass,C,Low
1688,Male,16,2.5,97.3,53.0,61.4,58.1,66.6,Yes,High School,High,Yes,1.6,Pass,C,Low
1689,Female,20,8.5,84.4,74.6,71.6,80.3,89.6,Yes,Bachelor,High,No,2.16,Pass,A,Low
1690,Male,18,4.3,92.5,71.0,70.1,73.7,87.1,Yes,Master,Low,No,3.0,Pass,A,Low
1691,Male,20,1.0,90.1,57.1,54.1,52.7,67.7,Yes,High School,Medium,Yes,2.92,Pass,C,Low
1692,Male,18,3.0,84.7,56.0,53.0,58.3,65.4,Yes,None,Medium,Yes,2.33,Pass,C,Low
1693,Female,19,6.6,81.2,63.3,72.4,75.8,89.2,Yes,None,Medium,Yes,3.24,Pass,A,Low
1694,Male,18,2.2,83.7,59.7,49.3,57.9,73.5,Yes,Bachelor,Medium,Yes,2.65,Pass,C,Low
1695,Male,22,5.7,86.7,86.4,76.7,100.0,100.0,Yes,Bachelor,Medium,No,3.33,Pass,A,Low
1696,Female,17,1.1,81.6,39.4,53.1,62.0,65.4,No,Master,Low,Yes,3.53,Pass,C,Low
